title,model,price,shipping,date_sold,days_ago,condition,url
Glitter Case for iPhone 16 15 14 Pro Max 13 12 11 Plus 7 8 SE XR XS Phone Cover,,£0.99,Free delivery,4 Mar 2026,0,🔥 EXCELLENT QUALITY 🔥 FREE & FAST POST 🔥 UK SELLER,https://www.ebay.co.uk/itm/224190065858?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2X0JHP6WHMKS69ZBH&hash=item3432c4ecc2:g:OI0AAOSwJORl6d~j&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCowe%2FHB%2FI6Q4o4BEWtje0xMJNTXb4o82RzQ4d4BZABs%2B9k8qPb1pTCR8pig%2FaGmrhr2LjUPxb6zu045a6M0GBakR2k3RAxqlxQQQiJDlhmsXfk2bLRxHV0T1Nw2Oj8xm5VbdQOVAUq9GJEjcF0YrKFJOjaJZGkzHE3L4nYgasSFHpoGBbaXziA1JcMP%2BSXe7uv%2Bhs8pCOjxr1T6LVIuh7L7AzNKmJdEBe%2BiKPkHgsa%2FPM0zOFu%2BQ6KRxPcFS9W%2FQ9MeMUYjMeHnhx%2BDYtXgX5OuVaIc9BPPwJPjCjrKUz3iQ%3D%3D%7Ctkp%3ABk9SR5b_0rKXZw
Shockproof Phone Case Dual Layer Protection Anti-Slip Grip For iPhone 17 16 15,,£10.87,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/376202414589?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2CPA8QEFT09E9P4GM&hash=item57976949fd:g:QMYAAOSwStFoDUpt&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBLojuCk1ORqqX6sg5Dz2he6pXQjAJ%2BAUwCfrRvm9CIned%2BKUgvv1i1hBzx2%2BlC12az5k617RIOIQcENjhb1r1U%2B4f1NAo6YrZQH3Y3Y7mct%2FHNJJ42N%2FXMXgAiwywQJVogjh26TcdDnMT7sCetydvH%2BYMRKvuQWttaqDI9PxZAjSSQkbhWRt9E62%2F0OIfpWsJU4zkHPbASoNbvAB7h12%2BZ6qso1%2FQfPJYsuqYt%2FvwH7mr7lD1d1rNZCpXrCRNyOMo%3D%7Ctkp%3ABk9SR5b_0rKXZw
Case For iPhone 17 16 15 14 13 12 11 Pro Max XR Shockproof Silicone Phone Cover,,£0.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/225790435039?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2TTAW3N4CNHF3QTTW&hash=item3492289edf:g:vRcAAOSwC0plI7D4&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCEXCFoCmJNpDkKp%2BGlELL5Gjw4tTNw5mMVnE8PYMEA2cio6JHeET8FHMKujpmkb4esHzpywkujeAyk1j5YTqA4T5lYc8%2B3WE3sdA2N%2FlWGaydbAxQi8z0UfJKcyTsC1NIV3PrgMmvMFTejNbfMTvcA08z%2FvVwnXJqz4td1janaRub5nD2kgchfYfqqBu4OpUH2LqXqePXVPbC3xDDdlFqblBCsOYIUS17rP3Gl1MGg%2FZBT5nz2b0fl6w77thvoho5cSgzHDubL7hpaPxcxJUBVLxcPaeK9QCbTU%2BSOnJydXA%3D%3D%7Ctkp%3ABk9SR5b_0rKXZw
Leather Phone Stand Wallet Cover Flip Case FOR Apple iPhone 6 7 8 12 13 14/XR/SE,Leather,£2.93,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/365193328525?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2R64PW5S6HNGZXQ2P&hash=item550737f78d:g:WcMAAOSwXvFnGRkA&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDfWBPkv1IPNPlW9tiqVX5acNtivgSIEM%2FfgJFcImF1O4o4RU6k%2F8E5JfvD2TIUjLKixMLb7zqOQvJF1z%2Bele5wkaYuWA4Ieb4OLpO2wcKfjw5ekXbvoqFHY9jQwtHMj0Y%2Fh8Ec%2BEYCHetblS%2FH8EEvsYf6QPTroKdTDzhYqnMlN2ezagmFaUezRi4nzO6F3%2BZCHws0NFO%2BSXwmYQ9Nq8JykDWJN5cTcVD8DnjhCJglX7v2usLgTBIBHrX8rXlmfCnm9QN1V0h8ohICPKETXQMbI0DdI4mV79H34opZwPAL9g%3D%3D%7Ctkp%3ABk9SR5b_0rKXZw
Case For iPhone 16 Pro Max 15 14 13 12 11 X XR Flip Leather Wallet Phone Cover,Leather,£4.99,Free delivery,4 Mar 2026,0,"⭐⭐⭐⭐⭐15,000 + SOLD✅ PRO / PRO MAX / PLUS ✅5 Colours",https://www.ebay.co.uk/itm/265326737496?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW22NGFCDHJTTN39E0F&hash=item3dc6b4b858:g:LVEAAOSw5mRl28Ld&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xC6bz5OZ2HqCbY098LtpdclPAGWzTBVqyJCRbGnUZASGpMYDH8JwXh%2BC7QsQd0CFUvYChJtskuzwp6w2ewTuAndlRHUfc3k4WRoRnwmpz4Khoc%2B7y3bR%2FQdDHLhrxDxbyJgQMtXx1xtFCCcAPcEZ3NF%2FGfZdDEmieK8X265kZ8cTRWjrPK4KvD%2BL0tvjQrlPXiRaB0PlAPhlSbaKh2JzYFbHuDLpJ37f60Fh78qqIsi0zovY6g8p6tAjfh2Rfpwy3E%3D%7Ctkp%3ABk9SR5b_0rKXZw
MagSafe Shockproof Phone Case for iPhone 17 16 15 14 Pro Max Plus Magnetic Cover,,£2.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/326972262744?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2TKMV8Q09MQ0CEP1Q&hash=item4c2110c958:g:tc4AAeSw9Z5pd9vL&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA%2Fo7Hw5%2Fc5VwNM6eJD1ymN2U5%2FzkN9nF15fEuHd5e%2BWc8F4381FAtsLYQtKvXYBwome1MxIwGbaekgfJUMU%2FIxiUgApGsIQzV%2B1zKwanyU3Zodr1Krvm79M4LYJ2TSPWxlCrYCEnVBwa7pTkKu%2B%2B71Y%2BCQlaKYkSyKkQk02fWf4Sj%2B%2FKjJprIINN0oybZeUMzJg6K5WPNan1BRPeIlUMwi0AS18o%2B%2BhMkAr3MX2WzWiaY3%2F%2Brwg811VdOx1uQml11o%2FsHhGGYlJSUY54q3Cozb0nGZRBAqZIqvjJEMI5zhew%3D%3D%7Ctkp%3ABk9SR5b_0rKXZw
Card Holder Case For iPhone 17 16E 15 Pro 14 13 12 11 Leather Wallet Phone Cover,Leather,£5.98,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/127462284070?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW26Y8D88NFT1EG1DQ3&hash=item1dad581b26:g:VtQAAeSwv3FpBGPM&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB%2Bi3CnxxxZsPDHnCuRJH%2BXpgxz1DqAE8bYZg%2BxBjHPUYrdSElHr6VA6noS3xqP6ByyssyDpLx0tdxOLFEIgJtBE75YXqRm0AC%2B0evpsLaAzkYbdJ9Wb0xg%2Fzu8yhR1B%2BLML1HwEad2zQdpicMPpbaKP%2FgSM6wNY2oI41GHy%2FKPCsayvVE6584Ei27dUAaFG%2FyX%2FZ3y8GvPsziRDbLH%2FtwIt0wrMOZXjQNKZ9kl5w93YTHF9iNx5BOtN%2FMbWDzbDig%3D%7Ctkp%3ABk9SR5j_0rKXZw
Case For iPhone 16 15 14 Pro Max Plus 13 11 12 7 8 Clear Cover Shockproof Phone,,£0.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/267223422439?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2ZW66N6CSQB07MNV7&hash=item3e37c1d5e7:g:H5YAAOSwD21oATpg&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCCDRkXqTxqrg06HOdRGb76WYdVAybKWEWukH8prOjse5pkQJfZBqRN3cNj%2B%2FDsYPoIzkO3vsRDeOKKZhVLm9WZnjJo6cWsoFj0bWaVPldf%2Fq0KmRFOs7JeFQxFUJmr%2B%2BCDflFwU%2BrISh1NKiLth8ov4W8jEHNcPuriU6UeNILIyTXGFjw2PgPyvTPuBpRfGPUupBr2N1LdXuYZgcjpTD3b%2FjCUiROr54eiaRr51z%2Ffql1Uyg3VbPlVbrLI4wvZCH4V7p0WU%2BCd9IaDTQr1fR8ldYtWeG5NdB76DuIBAb%2FhqQ%3D%3D%7Ctkp%3ABk9SR5j_0rKXZw
Personalised Phone Case for iPhone 17 16 15 14 13 12 Pro Max Cover Matisse,,£4.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/267388604092?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2F55F1R0BC04P1SV8&hash=item3e419a4ebc:g:CwQAAeSwZclotXVG&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBfNTq9AS7fYdmF2AUEAWFPHv8FpM87Ek%2FGMjIS4nzXdXfirwoZmpPKw3WCCucURu%2Frab4Nz8lNeqmarQy25QEkRg6GNt8KziVFtL3L1arSn5jXZaFe95tEqBq2RtPOU4lYXQnfic1VyU%2FIthmzFoSUR07YyQlU2xKoZlrXli0sZNZAkbM%2F6JUz0os4A%2Bp%2FrG6Rben9LUPpc6dZQnah5YBqNi%2B8xQs2pEbxs5dEVJOyt%2BrgipsxF3%2BZcLV7vLFlRTI%3D%7Ctkp%3ABk9SR5j_0rKXZw
Personalised Wallet Phone Case Custom Photo Cover for iPhone 17 16 15 14 Pro Max,,£7.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/267438017354?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2YTEGBVC5N2R8DCBJ&hash=item3e448c4b4a:g:sHcAAeSwHgZo730B&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB4k%2BjQp9WxfdrWKgGQcKNWsRYOBKLHzd9I%2BuqN1dk9dfEOOpYigv8M0F25MCIK4dn%2Bgh3VMhW7BCa9MWHwE840q89x5DfR5glpdhiygBBoeBkigl5PU361OSx7%2B9FnO8%2FLVq6At8DQ9WjZAgXja%2B4Dzet1IpIljWgWU%2BL0baVCx1JZJ32cqoaHAxvAyaN3QXRqekFPMJ%2F9%2FOSFObEsVj9j7qINFuZUiasXtawBFGPD5liXgbWsZPVW33sWle8fpWU%3D%7Ctkp%3ABk9SR5j_0rKXZw
"Screen Protector for iPhone 11,XR, 15 14 13 12 MAX Plus Cover Tempered Case SE 8",,£0.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/165828978868?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2E7J3B20Y461G31DV&hash=item269c2d68b4:g:iAEAAOSwyo1jlwDN&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBq4NcFuMoaAq4VWKk2TloHYbOZ%2Bk9DhP4gPjKalAFEob28G9oZbH%2FCJC5kjoBGE1%2FvF%2BM%2FWLlL%2Fun3oduYPWZvrBxbGX3rTmMmIyW8HvgsAQYEiL%2F3YsTsoGcJYvjF7p3YFEj4jfdwiu5SwfN%2FFmaQFt8mBB5HmJM6k4Ct4BRNPpygQgWT8YGh5fIWNPPQJ2%2FWX2tig1L03wH98C2WbiQl67pYlExO3UyRz0GnZJl1RGl%2Fzm1IxXEqQ9hNgwN38ok%3D%7Ctkp%3ABk9SR5j_0rKXZw
Waterproof Running Arm Band Phone Holder Touchscreen For iPhone 14 13 12 11 XR 8,,£2.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/176656800786?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW29YMYWYQFJF5VW97B&hash=item292190dc12:g:cYgAAOSwctVnI-9R&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCnCvImMgvejWC412Ki7sUTZnMipdkNEhXvUvESzy4d581gh9pRZD9NV6OTpPJmwn1%2FNRI1JwjwGFwMlMpj9zJzNYmEDsxnOlBaljX1yAdbcliy22BVY8Rvj5wgNaVSVSyTi8lP2J0%2FTSSPH1E%2F5Od1lniZec60GGbtuSgncNp6OOpR2yloLeo54YnmfjeiduFANzZZW27bS4xyvigiGIHFOuPvE0wEHc7lvi4803GpiM5uyGIl4EYMyu7U9qOSVwAT5NufGKgqycH6sQuudD6sTcZ1UH88IoOezVi49SAzYg%3D%3D%7Ctkp%3ABk9SR5j_0rKXZw
CLEAR FULL BODY 360 Case iPhone 17 16 15 14 13 12 Pro Max Shockproof Phone Cover,,£3.33,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/168186538099?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2PFAMW064H3ZR4FXT&hash=item2728b2e873:g:Z3sAAeSwkOFpnxyM&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCP8yhfnVnNsc0Fqkooi1TyaDzxhg0D13AuHFi3nzNZzMXQAs6ig8ZLaWLNZTG3ZfnodCzZo6iDBF8lj%2FI0M45NO7EpAVbAshxuLDN9kCBw%2BoezVln9Wd4vQUq%2FGepkHcI3H89nTRQdFX4tmAU%2BJOq6Jpl10hZK69rg0YfisiiCS%2FeGrkJT%2B4aMt%2F4syNhwSb0B42o8H3UW3LcpcGc99KRU6N21Kv12TSr7WnkKNU5H1Bhy7TdGUT8mfY9tBfoQdQg%3D%7Ctkp%3ABk9SR5j_0rKXZw
Tempered Glass Screen Protector For iPhone 17 16 15 14 13 12 11 Pro Max Air Plus,,£4.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/157669003483?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2QCFPCG1QX66AWDAB&hash=item24b5ce10db:g:130AAeSwyqhpiN2V&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB5qjU3riRUSpNueR3Lut2zPvOZLehpJbs3Nm6gTgGoziZOfsyvwblXbaoItn0vOGYPg65vh88d1qTnpWDUU7kSLF2Sfo42aOyXnuoFznFkFX1hBKyI6J29vnbGAkfwMexTElZPhsmkfQfEfi9c3%2Bp0N66UAp9hNESGZW1PfQr%2BLJDLC28WIvgSc9D1F7nisN%2FUWzXTrvWHHnEoEbFDgnM2%2F2BqbtQAFa4sZJGX%2BiIDYuyTKOcWiyLVWlczmTAAPJLje8NojfwqNzAAGCOwaLHYOxUR59%2BsDH2heSIwdB7Mww%3D%3D%7Ctkp%3ABk9SR5j_0rKXZw
360° FRONT + BACK GLASS Magnetic Phone Case iPhone 11 12 13 PRO MAX X XS XR 7 8,,£8.49,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/127560023065?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2R6Y4SQHH08EES443&hash=item1db32b7c19:g:GvsAAeSw-odpPPww&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDv3RvQiEojVr7eq47J5yqo0k8zIxR%2FozmZJpHipZ248s34JKZfTINbeinl7cezt2FDGyO3FYXq3OFcSLL8rzwQy1IbRPF64IGhaiLVB3O0Q7IppRoFLbSTeBwy0U5djNN%2BNuiCT77RHoHjPPxXIuPZGecUsbOUtX7xPnznaYiBaeZnSK%2FHKwhQZEfKFIXk9GT4vBonCF2ytQ8Sc4zNxFbtp0Ax1tag0NPtKtisP2x%2BJSvGf9hM2gjGEyW0Qjggh%2Fbt%2B2UOKuFNtdbzA4UBRO2gsGul5AfeAQqHcVsStyLFtw%3D%3D%7Ctkp%3ABk9SR5j_0rKXZw
Magnetic MagSafe Silicone Phone Case for iPhone 12 13 14 15 16 17 Pro Max Plus,,£1.99,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/317839760613?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2FMQ3RZ7XHGGX326K&hash=item4a00b9dce5:g:GugAAeSwzrZpgzLc&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAm9WtWSPvglCGmyPS1SgtZTE2zfF2BsYLzIq87HHLWyzrkuhhnoq8G4irM9tpd8yPKLb5UUKGtNGfIw5GdxPR6OEoJDsbxbKKImEhkJCabMMGouvwMLQoVlCmGqC62ASy0TkE28v8gT%2F1dCkwTQhesIQNw9KUBtT7XqK3ll24syEXMT68Z4rt0BcvX3PAhFmvElNpwx24H8B1gPZCtQJfvgmVBGj%2BjXH32ZFmd7VRxRrhoMXVkU0Dl%2BzMIWqF4r9c%3D%7Ctkp%3ABk9SR5j_0rKXZw
Case For iPhone 17E 17 Pro Max 16/15/14 Clear Gel Phone Cover+Screen Protector,,£1.95,Free delivery,4 Mar 2026,0,Brand new,https://www.ebay.co.uk/itm/146004901743?_skw=iphone+13+pro+phone&itmmeta=01KJXJMQW2DBJCHCF987XCG154&hash=item21fe91ff6f:g:1RoAAOSwrB5m2ewk&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD3TwGjg0LXQ0TrKHbUeG%2F7WUM9v2zzELYy28GeXRbFWhFLzGcvh4tBUrEcJUC7PADhgXHjR5DsxxLKJD26YWJTj2VFO%2Bpk1IO5Th%2B6hoRQycngDwQczRDbZhNqtckn%2FEHShFIoVueIAW8jv4P4vnFjjU6%2FvDFQm%2FxpKQsyZbSTrtocnxctyFh2E%2FMklHQ3M4Zabd2BAYY8Zx%2BUIZRd4%2FNaY5o%2F%2BsnV5VtH%2FVlNV1WH4skr%2Fg%2F50SMkL84sn4E4cSmHSz7rzV9fhL90ZNPGssI8c1AFNJxRYbb66zHDeVGB0Q%3D%3D%7Ctkp%3ABk9SR5j_0rKXZw
